Customer_Age,Gender,Dependent_count,Income_Category,Card_Category,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Credit_Limit,Avg_Utilization_Ratio
35,M,1,$80K - $120K,Blue,24153.0,2317,38,25516.0,0.053
32,M,0,$40K - $60K,Blue,3224.0,2501,36,4815.0,0.33
62,M,1,Unknown,Blue,890.0,1402,35,3198.0,0.722
32,M,1,Less than $40K,Blue,522.0,730,20,2218.0,0.765
53,M,3,$80K - $120K,Blue,21260.0,1387,33,23462.0,0.094
55,M,3,$60K - $80K,Blue,515.0,1291,27,2252.0,0.771
26,F,1,Less than $40K,Blue,567.0,2266,57,2557.0,0.778
35,F,0,Less than $40K,Blue,2300.0,1485,34,2300.0,0.0
31,F,0,Less than $40K,Blue,2367.0,1912,45,3540.0,0.331
53,M,3,$60K - $80K,Blue,21238.0,3428,54,22938.0,0.074
45,M,2,$40K - $60K,Blue,12228.0,2564,56,13129.0,0.069
39,M,3,$80K - $120K,Silver,32616.0,1668,36,34516.0,0.055
61,F,0,Less than $40K,Blue,2594.0,1418,36,3396.0,0.236
31,F,0,Less than $40K,Blue,3757.0,2568,62,4712.0,0.203
37,M,2,$60K - $80K,Blue,6691.0,2336,58,7638.0,0.124
41,M,3,$60K - $80K,Blue,1305.0,4189,74,2624.0,0.503
58,M,3,$120K +,Blue,16356.0,2005,48,17934.0,0.088
45,M,5,$40K - $60K,Silver,13100.0,3183,64,15198.0,0.138
57,F,4,Less than $40K,Blue,674.0,1501,35,3191.0,0.789
35,M,1,$60K - $80K,Blue,4052.0,2208,59,6053.0,0.331
39,M,2,$40K - $60K,Blue,3483.0,1980,42,5510.0,0.368
55,M,3,$120K +,Blue,11756.0,1624,40,12875.0,0.087
41,F,2,$40K - $60K,Blue,1112.0,3151,78,2602.0,0.573
55,F,0,Less than $40K,Blue,156.0,2118,48,2041.0,0.924
52,F,2,Less than $40K,Blue,865.0,2055,54,2548.0,0.661
57,M,2,$120K +,Blue,3714.0,1865,35,4698.0,0.209
40,F,3,Less than $40K,Blue,671.0,3302,65,2222.0,0.698
47,M,4,$80K - $120K,Blue,8217.0,1848,56,8217.0,0.0
42,F,4,Less than $40K,Silver,10091.0,3347,64,10091.0,0.0
39,M,3,$80K - $120K,Blue,19074.0,3762,74,19074.0,0.0
39,M,4,$60K - $80K,Gold,33974.0,3899,78,34516.0,0.016
36,M,3,$120K +,Blue,10907.0,1606,33,12852.0,0.151
36,M,2,$60K - $80K,Blue,10246.0,2599,46,12763.0,0.197
29,M,0,Less than $40K,Blue,1397.0,1608,30,2827.0,0.506
56,F,2,Unknown,Blue,8242.0,1559,44,8242.0,0.0
37,F,4,Less than $40K,Blue,436.0,2878,54,1825.0,0.761
61,M,0,Less than $40K,Blue,1438.3,1448,31,1438.3,0.0
36,M,3,$60K - $80K,Blue,3980.0,1981,38,5497.0,0.276
51,F,1,$40K - $60K,Blue,5913.0,3158,71,6778.0,0.128
46,M,3,$60K - $80K,Blue,4267.0,1067,23,4267.0,0.0
31,F,0,Less than $40K,Blue,756.0,2726,57,3273.0,0.769
33,M,2,$40K - $60K,Blue,7830.0,2518,67,9371.0,0.164
50,F,3,Less than $40K,Blue,775.3,2987,73,1438.3,0.461
57,F,3,Unknown,Blue,6429.0,1334,38,8389.0,0.234
65,M,0,Unknown,Blue,26802.0,2278,77,28410.0,0.057
48,M,2,$40K - $60K,Blue,3797.0,4303,80,6168.0,0.384
57,F,3,Unknown,Blue,1145.0,3871,87,2111.0,0.458
63,F,1,$40K - $60K,Blue,1322.0,1539,35,3141.0,0.579
50,F,2,$40K - $60K,Blue,5790.0,2293,36,8307.0,0.303
39,M,3,$80K - $120K,Blue,29092.0,1780,33,30753.0,0.054
39,M,2,$60K - $80K,Blue,1158.0,1813,38,2731.0,0.576
39,F,4,Less than $40K,Blue,2890.0,2040,36,2890.0,0.0
52,M,1,$120K +,Blue,34516.0,2848,56,34516.0,0.0
37,M,1,$80K - $120K,Blue,6882.0,2774,52,8058.0,0.146
50,F,2,Unknown,Blue,3259.0,1932,35,5660.0,0.424
59,M,0,$60K - $80K,Blue,2864.0,1480,35,4230.0,0.323
38,M,2,$40K - $60K,Blue,9515.0,4642,61,9515.0,0.0
65,F,0,$40K - $60K,Blue,9403.0,2724,71,10962.0,0.142
57,M,1,$120K +,Blue,21881.0,1591,43,23848.0,0.082
65,M,0,Unknown,Blue,8849.0,1234,24,10144.0,0.128
38,F,4,$40K - $60K,Blue,1028.0,2807,60,2997.0,0.657
41,M,2,$80K - $120K,Blue,2027.0,2262,47,2647.0,0.234
55,F,2,Less than $40K,Blue,3280.0,1694,34,4580.0,0.284
28,M,0,Unknown,Blue,978.0,1822,33,2608.0,0.625
31,M,2,$80K - $120K,Blue,33336.0,2329,69,34516.0,0.034
39,F,2,Less than $40K,Blue,1061.0,2739,56,3156.0,0.664
44,F,3,Unknown,Blue,22883.0,1810,38,24936.0,0.082
55,M,3,$80K - $120K,Blue,25487.0,1472,48,26101.0,0.024
57,M,3,$80K - $120K,Blue,14270.0,1222,37,14270.0,0.0
28,M,0,Unknown,Blue,24409.0,2157,49,25618.0,0.047
35,F,2,Less than $40K,Blue,713.0,1914,31,3230.0,0.779
46,F,4,Less than $40K,Blue,7016.0,2632,54,8881.0,0.21
65,F,1,Unknown,Blue,9546.0,2429,63,11037.0,0.135
50,F,2,Unknown,Blue,16763.0,3626,69,16763.0,0.0
31,M,0,$40K - $60K,Blue,1160.0,2718,71,2621.0,0.557
49,M,2,$80K - $120K,Blue,3749.0,3764,64,4939.0,0.241
50,F,3,Less than $40K,Blue,3201.0,4535,75,4419.0,0.276
44,F,4,Less than $40K,Blue,7439.0,1739,42,9235.0,0.194
63,F,1,Less than $40K,Blue,1370.0,1405,40,3055.0,0.552
41,M,1,$80K - $120K,Blue,18642.0,1576,41,19412.0,0.04
56,M,1,$80K - $120K,Blue,10906.0,1205,19,12786.0,0.147
55,M,1,$60K - $80K,Blue,3391.0,1281,28,4666.0,0.273
48,F,4,Less than $40K,Blue,3389.0,3277,67,4894.0,0.308
35,M,2,$120K +,Blue,26139.0,2754,60,27389.0,0.046
30,F,0,Less than $40K,Blue,1335.0,3265,74,2132.0,0.374
37,M,3,$80K - $120K,Blue,6590.0,2449,67,6590.0,0.0
53,F,2,Less than $40K,Blue,1706.0,1634,53,3176.0,0.463
37,M,1,$60K - $80K,Blue,1939.0,2591,57,4288.0,0.548
65,F,0,Unknown,Blue,17775.0,2444,49,20130.0,0.117
48,M,2,Less than $40K,Blue,4260.0,3598,67,5945.0,0.283
37,M,1,$40K - $60K,Blue,3350.0,2849,61,3350.0,0.0
35,M,1,$60K - $80K,Blue,2167.0,2794,58,4008.0,0.459
35,F,3,Less than $40K,Blue,4842.0,2960,65,5780.0,0.162
49,F,2,$40K - $60K,Blue,823.0,2922,53,2497.0,0.67
26,F,0,Unknown,Blue,8000.0,2564,57,10286.0,0.222
58,M,1,$60K - $80K,Blue,184.0,1631,40,2347.0,0.922
29,F,2,Unknown,Blue,21889.0,2536,69,23125.0,0.053
58,F,2,Less than $40K,Blue,517.0,1617,29,3034.0,0.83
33,M,2,$80K - $120K,Blue,5207.0,2249,47,7081.0,0.265
36,M,2,$40K - $60K,Blue,4951.0,1933,48,6824.0,0.274
47,F,3,Less than $40K,Blue,666.3,2250,40,1438.3,0.537
41,M,2,Less than $40K,Blue,945.0,2274,52,2683.0,0.648
46,M,4,$60K - $80K,Blue,11295.0,4263,70,12280.0,0.08
58,M,4,$60K - $80K,Blue,13127.0,1393,38,14607.0,0.101
53,F,1,Less than $40K,Blue,798.0,3709,64,2267.0,0.648
54,F,3,Less than $40K,Blue,296.0,1401,30,2556.0,0.884
39,F,1,Unknown,Blue,11846.0,2995,60,12512.0,0.053
49,M,2,$80K - $120K,Blue,10386.0,3806,65,11332.0,0.083
35,F,3,Less than $40K,Blue,2547.0,1944,55,3073.0,0.171
47,M,3,$120K +,Silver,32201.0,1805,46,34516.0,0.067
38,M,3,$60K - $80K,Blue,3022.0,1783,33,5323.0,0.432
56,M,1,$80K - $120K,Blue,7577.0,1543,34,9078.0,0.165
56,M,2,$120K +,Blue,25682.0,1302,27,27029.0,0.05
38,M,3,$60K - $80K,Blue,8554.0,4345,72,9859.0,0.132
46,M,3,$80K - $120K,Blue,3783.0,1102,27,4026.0,0.06
37,M,1,$40K - $60K,Blue,809.0,2565,72,2608.0,0.69
63,F,0,Less than $40K,Blue,1035.0,1342,26,3552.0,0.709
65,F,1,Less than $40K,Blue,2994.0,2328,62,4613.0,0.351
38,M,4,$80K - $120K,Blue,8477.0,2119,52,10386.0,0.184
45,F,4,Unknown,Silver,33218.0,1906,39,34516.0,0.038
26,M,0,$40K - $60K,Blue,1046.0,2349,41,2657.0,0.606
58,F,2,Less than $40K,Blue,3704.0,1433,34,5031.0,0.264
48,M,3,$120K +,Blue,33729.0,1312,32,34516.0,0.023
26,F,0,$40K - $60K,Blue,777.0,2148,40,1612.0,0.518
48,F,3,Less than $40K,Blue,650.0,2038,64,2423.0,0.732
33,M,3,$80K - $120K,Blue,7140.0,916,18,7140.0,0.0
62,F,0,$40K - $60K,Blue,2429.0,1407,44,3377.0,0.281
55,M,3,$80K - $120K,Blue,32108.0,1187,40,34516.0,0.07
40,F,2,Less than $40K,Blue,2295.0,3292,62,2295.0,0.0
46,M,2,$40K - $60K,Blue,1607.0,3432,71,3150.0,0.49
58,M,1,$40K - $60K,Blue,1030.0,1541,33,2165.0,0.524
47,M,2,$60K - $80K,Blue,2687.0,1881,49,4249.0,0.368
50,M,2,$60K - $80K,Blue,1533.0,1986,50,2966.0,0.483
53,M,1,$120K +,Blue,868.0,1564,33,1612.0,0.462
45,M,3,$60K - $80K,Blue,13089.0,3447,72,14593.0,0.103
48,M,4,$40K - $60K,Blue,6776.0,4428,82,8327.0,0.186
43,M,3,$60K - $80K,Gold,32936.0,4149,86,34516.0,0.046
60,M,0,$60K - $80K,Blue,5086.0,1618,47,6479.0,0.215
56,M,2,$120K +,Blue,16972.0,1281,36,18442.0,0.08
43,F,3,$40K - $60K,Blue,283.0,1994,41,2800.0,0.899
57,F,3,Less than $40K,Blue,817.0,1387,30,3032.0,0.731
52,F,1,$40K - $60K,Blue,813.0,3446,58,2151.0,0.622
56,F,1,Unknown,Blue,22989.0,1341,37,24073.0,0.045
43,M,1,$80K - $120K,Blue,25196.0,2508,44,25517.0,0.013
38,M,3,$60K - $80K,Blue,5482.0,2520,61,7709.0,0.289
53,M,2,$40K - $60K,Blue,1885.0,1271,36,4065.0,0.536
52,F,1,Unknown,Blue,11670.0,4370,83,13169.0,0.114
58,M,2,$80K - $120K,Blue,9303.0,1469,29,11811.0,0.212
34,F,3,Less than $40K,Blue,6736.0,2251,63,7440.0,0.095
36,M,1,$40K - $60K,Blue,11738.0,2240,53,12714.0,0.077
55,F,0,$40K - $60K,Blue,1757.0,1749,41,3735.0,0.53
54,M,1,$80K - $120K,Blue,24183.0,1736,48,25882.0,0.066
36,M,2,$40K - $60K,Blue,2382.0,1942,42,3877.0,0.386
35,F,2,Unknown,Blue,1474.0,2534,78,3280.0,0.551
53,M,2,$120K +,Blue,11023.0,1656,41,11023.0,0.0
48,F,3,Less than $40K,Blue,5051.0,3546,63,6182.0,0.183
37,M,3,$40K - $60K,Blue,1001.0,2614,67,2186.0,0.542
45,M,3,$80K - $120K,Blue,17132.0,1589,30,17996.0,0.048
54,F,1,Less than $40K,Blue,106.0,2097,57,2306.0,0.954
38,M,2,$60K - $80K,Silver,24973.0,3168,73,26556.0,0.06
35,F,2,Less than $40K,Blue,3262.0,2102,32,5779.0,0.436
36,F,1,Less than $40K,Blue,3416.0,2661,58,5494.0,0.378
33,M,1,$120K +,Blue,5307.0,2273,49,7571.0,0.299
28,M,1,Less than $40K,Blue,1499.0,2698,73,2897.0,0.483
36,F,2,$40K - $60K,Blue,752.0,2315,63,3131.0,0.76
34,F,3,Less than $40K,Blue,1757.0,2257,54,4274.0,0.589
55,M,0,$60K - $80K,Blue,4074.0,2273,66,4980.0,0.182
61,F,0,Less than $40K,Blue,1001.0,1376,44,3156.0,0.683
44,F,2,Less than $40K,Blue,4760.0,3974,63,6861.0,0.306
54,M,1,$80K - $120K,Blue,13057.0,2836,61,15554.0,0.161
39,M,2,$80K - $120K,Blue,24655.0,2118,33,26570.0,0.072
51,M,1,$60K - $80K,Blue,21245.0,3346,69,22224.0,0.044
47,M,2,$80K - $120K,Blue,8893.0,2694,61,10606.0,0.162
37,F,1,$40K - $60K,Blue,3348.0,2623,47,5865.0,0.429
47,F,3,$40K - $60K,Blue,3515.0,1898,50,5369.0,0.345
56,M,3,$120K +,Blue,4435.0,1540,30,5188.0,0.145
53,M,1,$80K - $120K,Blue,16279.0,3369,55,17742.0,0.082
62,M,0,$40K - $60K,Blue,2591.0,2123,56,2591.0,0.0
58,F,3,Less than $40K,Blue,966.0,1571,36,2800.0,0.655
57,M,1,$80K - $120K,Blue,4283.0,1519,31,6543.0,0.345
54,F,1,Unknown,Blue,25224.0,2768,70,26053.0,0.032
33,F,3,$40K - $60K,Blue,4972.0,2401,71,6316.0,0.213
54,F,1,Less than $40K,Blue,4070.0,1351,30,4658.0,0.126
30,M,0,$60K - $80K,Blue,6476.0,2723,66,6476.0,0.0
36,F,2,Less than $40K,Blue,6824.0,2429,69,8087.0,0.156
60,M,2,$60K - $80K,Blue,8188.0,1661,35,9033.0,0.094
46,F,4,Less than $40K,Blue,3206.0,3253,72,3206.0,0.0
55,M,1,$80K - $120K,Blue,26593.0,1502,34,28751.0,0.075
55,M,1,$80K - $120K,Blue,943.0,1352,30,2938.0,0.679
31,M,0,Less than $40K,Blue,3974.0,2324,67,5715.0,0.305
55,F,3,Less than $40K,Blue,902.0,2803,61,2111.0,0.573
36,M,2,$40K - $60K,Blue,9580.0,2576,74,11862.0,0.192
34,F,2,Less than $40K,Blue,631.0,2214,56,2791.0,0.774
33,F,1,Less than $40K,Blue,5111.0,2429,77,6551.0,0.22
30,M,2,$40K - $60K,Blue,2556.0,2679,69,4533.0,0.436
54,F,2,$40K - $60K,Blue,326.0,1307,39,1854.0,0.824
53,M,2,$80K - $120K,Blue,5350.0,1331,30,6704.0,0.202
59,M,0,$80K - $120K,Silver,33022.0,3259,65,34516.0,0.043
41,M,2,$120K +,Blue,3976.0,4085,65,5489.0,0.276
45,M,3,$40K - $60K,Blue,10012.0,4074,65,10619.0,0.057
50,F,2,Less than $40K,Blue,1194.0,1825,51,2481.0,0.519
57,M,2,$60K - $80K,Blue,3130.0,1032,26,5100.0,0.386
63,M,0,$40K - $60K,Blue,5179.0,3982,65,5905.0,0.123
35,F,3,Unknown,Blue,9293.0,2314,59,9293.0,0.0
35,M,3,$60K - $80K,Blue,3789.0,2172,38,5240.0,0.277
53,M,3,$120K +,Blue,3441.0,1297,24,4182.0,0.177
33,F,4,Less than $40K,Blue,9857.0,3448,103,9857.0,0.0
38,M,2,$80K - $120K,Blue,18891.0,2906,58,20117.0,0.061
31,M,0,Less than $40K,Blue,6012.0,2801,72,6012.0,0.0
37,M,2,$60K - $80K,Blue,6369.0,2675,47,6369.0,0.0
36,M,1,$80K - $120K,Blue,10853.0,3023,53,13005.0,0.165
39,F,3,Unknown,Blue,983.0,644,15,1575.0,0.376
58,F,0,Less than $40K,Blue,5472.0,1649,29,6679.0,0.181
39,F,1,Less than $40K,Blue,4656.0,2315,49,6458.0,0.279
61,M,0,$60K - $80K,Blue,19357.0,2073,43,20803.0,0.07
34,M,4,$40K - $60K,Blue,4300.0,1524,31,5540.0,0.224
55,M,3,$80K - $120K,Blue,398.0,1526,44,2801.0,0.858
50,M,2,Less than $40K,Blue,39.0,4099,73,2419.0,0.984
33,M,3,$40K - $60K,Blue,3729.0,2057,54,5156.0,0.277
48,F,1,Unknown,Blue,12275.0,1970,51,14228.0,0.137
63,M,0,$80K - $120K,Blue,9236.0,1508,30,10257.0,0.1
54,M,3,$40K - $60K,Blue,3032.0,1037,14,3032.0,0.0
41,M,4,$60K - $80K,Blue,1126.3,1786,26,1438.3,0.217
51,M,3,$80K - $120K,Blue,32096.0,2619,69,32096.0,0.0
54,F,2,Unknown,Blue,2220.0,1488,30,3014.0,0.263
47,M,4,$40K - $60K,Blue,3872.0,3814,88,5762.0,0.328
52,F,3,Less than $40K,Blue,854.0,3127,45,2555.0,0.666
34,M,5,$80K - $120K,Silver,32785.0,2421,63,34516.0,0.05
64,M,0,Less than $40K,Blue,779.0,1280,34,2140.0,0.636
62,F,1,$40K - $60K,Blue,4760.0,1459,20,4760.0,0.0
38,M,1,$80K - $120K,Blue,25007.0,2291,56,26372.0,0.052
52,F,2,Less than $40K,Blue,7549.0,2910,63,8203.0,0.08
35,F,2,$40K - $60K,Blue,1128.0,1921,26,2655.0,0.575
35,M,2,$120K +,Blue,12607.0,2383,59,13655.0,0.077
54,M,1,$80K - $120K,Blue,10234.0,1599,38,12169.0,0.159
35,F,3,Less than $40K,Blue,1133.0,2144,58,2956.0,0.617
35,M,0,$60K - $80K,Blue,953.0,2483,59,2598.0,0.633
36,F,3,Unknown,Blue,9840.0,2156,64,10566.0,0.069
33,F,3,$40K - $60K,Blue,5973.0,2849,67,8232.0,0.274
53,M,1,$60K - $80K,Silver,25685.0,3411,68,26365.0,0.026
37,F,1,Less than $40K,Blue,2738.0,2468,58,4671.0,0.414
35,M,3,$120K +,Blue,14869.0,2753,48,14869.0,0.0
59,M,1,$40K - $60K,Blue,335.0,1693,27,2300.0,0.854
47,M,1,$80K - $120K,Blue,995.0,3525,63,2797.0,0.644
48,F,3,$40K - $60K,Blue,542.0,3580,77,2657.0,0.796
58,M,2,$80K - $120K,Blue,7343.0,1220,36,9149.0,0.197
55,F,2,Less than $40K,Blue,1153.0,1725,41,2629.0,0.561
37,M,2,$40K - $60K,Blue,3176.0,2298,67,3176.0,0.0
57,M,2,$80K - $120K,Blue,19358.0,1327,31,21875.0,0.115
60,M,2,Unknown,Blue,1343.0,1475,31,3007.0,0.553
50,M,1,$60K - $80K,Blue,15659.0,4491,78,17404.0,0.1
56,M,2,$60K - $80K,Blue,346.0,1458,39,2863.0,0.879
48,M,3,$60K - $80K,Gold,32087.0,3205,57,34516.0,0.07
40,M,4,$60K - $80K,Blue,12653.0,3699,67,13919.0,0.091
48,M,3,$80K - $120K,Blue,16155.0,1126,35,18672.0,0.135
50,F,1,Less than $40K,Blue,3705.0,4740,67,4204.0,0.119
61,F,1,Less than $40K,Blue,4370.0,1617,26,6859.0,0.363
36,M,2,$80K - $120K,Blue,14570.0,3215,56,16050.0,0.092
46,M,5,$120K +,Blue,33492.0,2436,71,34516.0,0.03
28,M,0,Unknown,Blue,15231.0,3093,77,16766.0,0.092
49,M,5,$80K - $120K,Blue,19087.0,3210,65,20895.0,0.087
44,F,4,$40K - $60K,Blue,5364.0,3068,77,7881.0,0.319
57,M,5,$80K - $120K,Blue,13427.0,1337,27,13427.0,0.0
37,M,2,$80K - $120K,Blue,604.0,2735,58,2281.0,0.735
57,M,2,$80K - $120K,Blue,10974.0,1327,26,10974.0,0.0
33,M,1,$60K - $80K,Blue,8757.0,741,10,8925.0,0.019
46,M,2,$60K - $80K,Blue,5265.0,3281,68,5265.0,0.0
45,F,2,Unknown,Blue,14639.0,1142,33,17156.0,0.147
53,M,1,$80K - $120K,Blue,12209.0,1548,41,13457.0,0.093
52,M,0,$60K - $80K,Blue,558.0,3829,72,2742.0,0.796
34,M,1,$60K - $80K,Blue,1604.0,1889,51,3890.0,0.588
55,M,3,$80K - $120K,Blue,17198.0,4042,62,17198.0,0.0
53,M,4,$120K +,Blue,1688.0,1924,54,3401.0,0.504
37,M,1,$60K - $80K,Blue,17708.0,2874,58,18951.0,0.066
58,F,3,$40K - $60K,Blue,566.0,3060,56,1454.0,0.611
33,M,3,$120K +,Blue,26311.0,2202,46,27499.0,0.043
39,M,3,$120K +,Blue,30733.0,3094,45,32964.0,0.068
37,F,2,Less than $40K,Blue,6778.0,2761,77,7411.0,0.085
32,M,0,$40K - $60K,Blue,7200.0,3006,83,7200.0,0.0
26,F,1,Unknown,Blue,11051.0,2678,50,12007.0,0.08
60,F,0,Less than $40K,Blue,1545.0,1558,23,3147.0,0.509
37,M,1,$80K - $120K,Blue,3168.0,3028,76,5110.0,0.38
43,F,5,Less than $40K,Blue,3224.0,5029,75,5438.0,0.407
56,M,1,$80K - $120K,Blue,15257.0,1426,38,17450.0,0.126
52,M,3,$80K - $120K,Blue,16843.0,1454,29,18352.0,0.082
34,M,2,$120K +,Blue,2704.0,3345,69,5030.0,0.462
47,M,1,$80K - $120K,Silver,33714.0,1823,27,34516.0,0.023
26,M,0,Less than $40K,Blue,50.0,2299,49,1585.0,0.968
54,M,1,$120K +,Blue,1332.0,1406,31,3251.0,0.59
35,F,3,Less than $40K,Blue,1607.0,2844,73,2858.0,0.438
52,M,1,$80K - $120K,Silver,32669.0,3284,65,34516.0,0.054
41,M,3,$60K - $80K,Blue,15080.0,4252,64,16443.0,0.083
36,F,0,Less than $40K,Blue,2032.0,2448,63,3687.0,0.449
53,F,1,Less than $40K,Blue,2323.0,1637,22,4840.0,0.52
42,M,3,$120K +,Blue,15108.0,3738,68,15108.0,0.0
54,M,1,$60K - $80K,Blue,156.0,1457,24,1909.0,0.918
53,M,3,$80K - $120K,Blue,17827.0,3393,58,19063.0,0.065
36,M,2,$80K - $120K,Blue,14291.0,1687,40,15982.0,0.106
42,M,3,$60K - $80K,Blue,1438.3,1794,45,1438.3,0.0
27,F,2,Less than $40K,Blue,419.0,2605,61,2549.0,0.836
58,M,4,$60K - $80K,Blue,3617.0,1426,29,5967.0,0.394
59,M,1,$40K - $60K,Blue,624.0,1660,34,2182.0,0.714
63,F,2,Less than $40K,Blue,588.0,1188,35,2689.0,0.781
57,M,2,$80K - $120K,Blue,30622.0,3600,66,30622.0,0.0
56,F,0,Unknown,Blue,2238.0,1425,32,4203.0,0.468
42,F,3,Less than $40K,Blue,6453.0,4822,74,6453.0,0.0
29,F,1,Less than $40K,Blue,2391.0,3011,83,3318.0,0.279
44,M,2,$60K - $80K,Blue,20569.0,2337,40,22075.0,0.068
33,M,1,$40K - $60K,Blue,4996.0,2962,54,6746.0,0.259
35,M,2,$80K - $120K,Blue,2945.0,2001,49,4408.0,0.332
33,F,3,Less than $40K,Blue,3500.0,2641,67,4838.0,0.277
46,M,4,$80K - $120K,Silver,34516.0,3568,57,34516.0,0.0
27,M,0,$40K - $60K,Blue,1693.0,2026,49,3823.0,0.557
42,M,3,$120K +,Blue,19487.0,4121,81,21670.0,0.101
53,M,2,$60K - $80K,Blue,6700.0,1537,37,7928.0,0.155
50,M,3,$120K +,Blue,33047.0,3569,77,33996.0,0.028
48,F,5,$40K - $60K,Blue,4365.0,3542,57,4365.0,0.0
57,M,2,$60K - $80K,Blue,2248.0,4439,77,2248.0,0.0
34,F,2,Less than $40K,Blue,725.0,2450,52,1901.0,0.619
55,M,2,$80K - $120K,Silver,33083.0,1966,31,34516.0,0.042
58,M,2,$120K +,Blue,29868.0,1121,25,31680.0,0.057
55,F,3,Less than $40K,Blue,705.0,2238,45,1872.0,0.623
48,F,2,Less than $40K,Blue,2055.0,3656,63,2055.0,0.0
45,M,2,$40K - $60K,Blue,9663.0,3692,60,10991.0,0.121
59,M,0,Less than $40K,Blue,1422.0,1489,34,3939.0,0.639
53,F,2,$40K - $60K,Blue,132.0,1363,37,2127.0,0.938
47,M,4,$80K - $120K,Blue,32670.0,1739,39,34010.0,0.039
43,F,3,Unknown,Blue,5465.0,3575,67,6971.0,0.216
33,F,1,Less than $40K,Blue,413.0,2629,61,1741.0,0.763
49,F,2,Unknown,Blue,24904.0,5176,71,24904.0,0.0
54,F,1,Less than $40K,Blue,1438.3,1603,39,1438.3,0.0
65,M,0,Less than $40K,Blue,763.0,2148,47,2621.0,0.709
49,F,5,$40K - $60K,Blue,9823.0,3956,74,11115.0,0.116
47,M,5,$80K - $120K,Blue,13241.0,3157,76,13241.0,0.0
51,M,4,$80K - $120K,Blue,11921.0,2090,47,14438.0,0.174
36,M,3,$80K - $120K,Blue,3785.0,2683,62,5228.0,0.276
36,M,2,$60K - $80K,Blue,4032.0,2540,62,5550.0,0.274
46,M,1,$40K - $60K,Blue,548.3,2928,48,1438.3,0.619
62,F,0,Less than $40K,Blue,782.0,1475,27,2064.0,0.621
30,F,1,Less than $40K,Blue,933.0,2545,64,3450.0,0.73
46,M,4,$120K +,Silver,33136.0,2163,56,34516.0,0.04
41,M,4,$80K - $120K,Blue,28002.0,1828,38,30030.0,0.068
50,M,1,$40K - $60K,Blue,988.0,2513,62,2151.0,0.541
53,M,2,$80K - $120K,Blue,4664.0,1636,39,7181.0,0.351
55,M,2,$120K +,Blue,26445.0,1525,21,27745.0,0.047
49,F,4,Less than $40K,Blue,2836.0,3561,73,4852.0,0.415
56,M,1,$60K - $80K,Blue,4446.0,1249,28,6735.0,0.34
63,M,1,$40K - $60K,Blue,4233.0,1700,42,6128.0,0.309
41,M,4,$80K - $120K,Blue,21378.0,1959,50,23124.0,0.076
34,M,2,$40K - $60K,Blue,1786.0,1972,37,3436.0,0.48
35,M,0,$120K +,Blue,1666.0,2074,48,3176.0,0.475
44,M,4,$120K +,Blue,7284.0,1849,56,8874.0,0.179
38,F,3,Less than $40K,Blue,1589.0,1767,28,3402.0,0.533
52,M,1,$80K - $120K,Blue,612.0,1356,33,2689.0,0.772
54,M,3,Less than $40K,Blue,278.0,1615,35,1556.0,0.821
58,F,2,$40K - $60K,Blue,6162.0,1707,56,7372.0,0.164
26,M,0,Less than $40K,Blue,4924.0,3323,61,5713.0,0.138
27,F,1,Less than $40K,Blue,1330.0,2553,59,2965.0,0.551
33,M,1,$80K - $120K,Blue,8619.0,2198,40,9819.0,0.122
32,M,0,$60K - $80K,Blue,8186.0,2411,67,8186.0,0.0
58,F,1,Less than $40K,Blue,2561.0,1815,47,3846.0,0.334
45,F,4,Less than $40K,Silver,11166.0,1795,37,13131.0,0.15
48,F,3,Less than $40K,Blue,2191.0,3457,61,2944.0,0.256
38,M,2,$60K - $80K,Silver,32562.0,1872,52,34516.0,0.057
54,M,2,$80K - $120K,Blue,3654.0,1569,39,5660.0,0.354
40,F,1,Less than $40K,Blue,5706.0,4150,64,7554.0,0.245
35,F,4,Less than $40K,Blue,1178.0,2946,57,2494.0,0.528
31,M,1,$80K - $120K,Blue,23770.0,2588,48,25215.0,0.057
40,F,4,$40K - $60K,Blue,788.0,1999,50,2606.0,0.698
52,M,0,$80K - $120K,Blue,6191.0,3310,76,8133.0,0.239
57,F,1,Less than $40K,Blue,1844.0,1681,32,3101.0,0.405
48,M,2,$80K - $120K,Blue,22592.0,3897,75,24446.0,0.076
49,M,3,$80K - $120K,Blue,1019.0,4316,78,2361.0,0.568
40,M,4,$40K - $60K,Blue,785.0,3903,62,2441.0,0.678
45,M,2,$40K - $60K,Blue,6367.0,3242,63,8532.0,0.254
41,M,3,$80K - $120K,Blue,15366.0,3411,60,16954.0,0.094
36,M,2,$80K - $120K,Blue,871.0,2631,72,2900.0,0.7
37,F,1,Less than $40K,Blue,6827.0,2621,49,6827.0,0.0
44,F,3,$40K - $60K,Blue,2563.0,3164,62,4513.0,0.432
52,M,2,$120K +,Blue,26628.0,4040,77,27347.0,0.026
42,F,3,Less than $40K,Blue,304.0,4381,77,1676.0,0.819
62,F,1,Less than $40K,Blue,825.0,1757,33,2802.0,0.706
49,M,3,$80K - $120K,Blue,23870.0,1885,39,23870.0,0.0
30,F,0,Less than $40K,Blue,3778.0,2907,69,4868.0,0.224
50,M,3,$60K - $80K,Blue,19417.0,4166,66,20437.0,0.05
32,M,2,$60K - $80K,Blue,901.0,2466,60,2239.0,0.598
